id,kind,primary_name,name_agreement,county_fips,county_names,states,address,address_agreement,address_n_sources,adpLevelA,adpLevelA_agreement,adpLevelA_n_sources,adpLevelB,adpLevelB_agreement,adpLevelB_n_sources,adpLevelC,adpLevelC_agreement,adpLevelC_n_sources,adpLevelD,adpLevelD_agreement,adpLevelD_n_sources,adpTotal,adpTotal_agreement,adpTotal_n_sources,agreement,agreement_agreement,agreement_n_sources,authorizingAuthority,authorizingAuthority_agreement,authorizingAuthority_n_sources,avgLengthOfStayDays,avgLengthOfStayDays_agreement,avgLengthOfStayDays_n_sources,capacity,capacity_agreement,capacity_n_sources,circuit,circuit_agreement,circuit_n_sources,county,county_agreement,county_n_sources,docket,docket_agreement,docket_n_sources,facilityFunction,facilityFunction_agreement,facilityFunction_n_sources,femaleCrim,femaleCrim_agreement,femaleCrim_n_sources,femaleNonCrim,femaleNonCrim_agreement,femaleNonCrim_n_sources,fieldOffice,fieldOffice_agreement,fieldOffice_n_sources,firstUsed,firstUsed_agreement,firstUsed_n_sources,genderServed,genderServed_agreement,genderServed_n_sources,guaranteedMinimumBeds,guaranteedMinimumBeds_agreement,guaranteedMinimumBeds_n_sources,holdsOver72h,holdsOver72h_agreement,holdsOver72h_n_sources,iceThreatLevel1,iceThreatLevel1_agreement,iceThreatLevel1_n_sources,iceThreatLevel2,iceThreatLevel2_agreement,iceThreatLevel2_n_sources,iceThreatLevel3,iceThreatLevel3_agreement,iceThreatLevel3_n_sources,immigrationCourt,immigrationCourt_agreement,immigrationCourt_n_sources,lastFinalRating,lastFinalRating_agreement,lastFinalRating_n_sources,lastInspectionEndDate,lastInspectionEndDate_agreement,lastInspectionEndDate_n_sources,lastInspectionStandard,lastInspectionStandard_agreement,lastInspectionStandard_n_sources,lastInspectionType,lastInspectionType_agreement,lastInspectionType_n_sources,lastUsed,lastUsed_agreement,lastUsed_n_sources,maleCrim,maleCrim_agreement,maleCrim_n_sources,maleNonCrim,maleNonCrim_agreement,maleNonCrim_n_sources,mandatory,mandatory_agreement,mandatory_n_sources,noIceThreatLevel,noIceThreatLevel_agreement,noIceThreatLevel_n_sources,phone,phone_agreement,phone_n_sources,underDetentionStandards,underDetentionStandards_agreement,underDetentionStandards_n_sources
PAMREVA,detention,PAMUNKEY REGIONAL JAIL,single,51033|51085|51101,"Hanover County, VA|Caroline County, VA|King William County, VA",VA,"7240 COURTLAND FARM ROAD, HANOVER, VA 23069",single,1,,,,,,,,,,,,,,,,USMS IGA,single,1,DMCP,single,1,,,,,,,4,single,1,HANOVER,single,1,WAS,single,1,,,,,,,,,,WAS,single,1,10/1/1999,single,1,,,,,,,yes,single,1,,,,,,,,,,,,,,,,,,,,,,,,,10/6/2010,single,1,,,,,,,,,,,,,,,,yes,single,1
PARKCMT,detention,PARK COUNTY DETENTION CENTER,single,30049,"Lewis and Clark County, MT",MT,"414 E. CALLENDAR PO BOX 43, LIVINGSTON, MT 59602",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,9,single,1,LEWIS AND CLARK,single,1,HEL,single,1,,,,,,,,,,SLC,single,1,4/19/2008,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/25/2009,single,1,,,,,,,,,,,,,,,,yes,single,1
PARKCWY,detention,PARK COUNTY JAIL,single,56029,"Park County, WY",WY,"1402 RIVER VIEW DRIVE, CODY, WY 82414",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,10,single,1,PARK,single,1,DEN,single,1,,,,,,,,,,DEN,single,1,10/4/2007,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/7/2008,single,1,,,,,,,,,,,,,,,,yes,single,1
PARKJCO,detention,PARK COUNTY JAIL,single,08093,"Park County, CO",CO,"1180 COUNTY ROAD 16, FAIRPLAY, CO 80440",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,10,single,1,PARK,single,1,DEN,single,1,,,,,,,,,,DEN,single,1,11/16/1990,single,1,,,,,,,yes,single,1,,,,,,,,,,,,,,,,,,,,,,,,,7/29/2016,single,1,,,,,,,,,,,,,,,,yes,single,1
PASADCA,detention,PASADENA CITY JAIL,single,06037,"Los Angeles County, CA",CA,"207 NORTH GARFIELD AVENUE, PASADENA, CA 91101",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,9,single,1,LEE,single,1,LOS,single,1,,,,,,,,,,LOS,single,1,5/24/2004,single,1,,,,,,,no,single,1,,,,,,,,,,,,,,,,,,,,,,,,,1/20/2013,single,1,,,,,,,,,,,,,,,,yes,single,1
PASSANJ,detention,PASSAIC COUNTY JAIL,single,34031,"Passaic County, NJ",NJ,"11 SHERIFFS PLAZA, PATERSON, NJ 07501",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,3,single,1,PASSAIC,single,1,VRK,single,1,,,,,,,,,,NEW,single,1,1/1/1988,single,1,,,,,,,yes,single,1,,,,,,,,,,,,,,,,,,,,,,,,,4/3/2006,single,1,,,,,,,,,,,,,,,,yes,single,1
PAULDGA,detention,PAULDING COUNTY GEORGIA,single,13223,"Paulding County, GA",GA,"25 INDUSTRIAL WAY NORTH, DALLAS, GA 30132",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,11,single,1,PAULDING,single,1,ATL,single,1,,,,,,,,,,ATL,single,1,8/7/1990,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/9/2003,single,1,,,,,,,,,,,,,,,,yes,single,1
PAVHRPR,detention,PAVIA HOSPITAL-HATO TEY,single,72127,"San Juan Municipio, PR",PR,"435 PONCE DE LEON AVENUE, SAN JUAN, PR 00917",single,1,,,,,,,,,,,,,,,,Other,single,1,OTHER,single,1,,,,,,,1,single,1,COUNTY,single,1,MIA,single,1,HOSPITAL,single,1,,,,,,,MIA,single,1,1/25/2016,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/21/2017,single,1,,,,,,,,,,,,,,,,no,single,1
PCJDCIL,detention,PEORIA COUNTY JUV DET CENTER,single,17143,"Peoria County, IL",IL,"223 N MAXWELL RD, PEORIA, IL 61604",single,1,,,,,,,,,,,,,,,,IGSA,single,1,JFRMU,single,1,,,,,,,7,single,1,PEORIA,single,1,CHI,single,1,JUVENILE,single,1,,,,,,,CHI,single,1,12/7/2016,single,1,,,,,,,yes,single,1,,,,,,,,,,,,,,,,,,,,,,,,,12/7/2016,single,1,,,,,,,,,,,,,,,,no,single,1
PCSHOLD,detention,PECOS HOLD ROOM,single,48389,"Reeves County, TX",TX,"250 EAST PALMER ROAD, PECOS, TX 79772",single,1,,,,,,,,,,,,,,,,Other,single,1,DMCP,single,1,,,,,,,5,single,1,REEVES,single,1,PCS,single,1,HOLD,single,1,,,,,,,ELP,single,1,3/10/2010,single,1,,,,,,,no,single,1,,,,,,,,,,,,,,,,,,,,,,,,,10/2/2017,single,1,,,,,,,,,,,,,,,,yes,single,1
PDNHOLD,detention,PDN HOLD ROOM,single,48141,"El Paso County, TX",TX,"1000 S. EL PASO STREET, EL PASO, TX 79901",single,1,,,,,,,,,,,,,,,,Other,single,1,DMCP,single,1,,,,,,,5,single,1,EL PASO,single,1,EPC,single,1,HOLD,single,1,,,,,,,ELP,single,1,7/13/2012,single,1,,,,,,,no,single,1,,,,,,,,,,El Paso Immigration Court (co-located — same ZIP),single,1,,,,,,,,,,,,,5/17/2013,single,1,,,,,,,,,,,,,,,,yes,single,1
PECOSTX,detention,PECOS CRIMINAL JUSTICE CENTER,single,48389,"Reeves County, TX",TX,"172 WEST RAUL FLOREZ BOULEVARD, PECOS, TX 79772",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,5,single,1,REEVES,single,1,EPC,single,1,,,,,,,,,,ELP,single,1,2/28/2008,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/25/2012,single,1,,,,,,,,,,,,,,,,yes,single,1
PEMBIND,detention,PEMBINA COUNTY JAIL,single,38067,"Pembina County, ND",ND,"308 COURT HOUSE DRIVE, CAVALIER, ND 58220",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,8,single,1,PEMBINA,single,1,SPM,single,1,,,,,,,,,,SPM,single,1,6/7/1996,single,1,,,,,,,no,single,1,,,,,,,,,,,,,,,,,,,,,,,,,5/21/2009,single,1,,,,,,,,,,,,,,,,yes,single,1
PENDOWA,detention,PEND ORIELLE CORRECTIONAL FACILITY,single,53051|53063,"Pend Oreille County, WA|Spokane County, WA",WA,"331 SOUTH GARDEN AVENUE, NEWPORT, WA 99156",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,9,single,1,PEND OREILLE,single,1,SEA,single,1,,,,,,,,,,SEA,single,1,6/19/2004,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/28/2009,single,1,,,,,,,,,,,,,,,,yes,single,1
PENNIMN,detention,PENNINGTON COUNTY,single,27089|27113,"Pennington County, MN|Marshall County, MN",MN,"P.O. BOX 484, THIEFRIVER FALLS, MN 56701",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,8,single,1,PENNINGTON,single,1,SPM,single,1,,,,,,,,,,SPM,single,1,6/11/1996,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/17/2006,single,1,,,,,,,,,,,,,,,,yes,single,1
PENNISD,detention,PENNINGTON COUNTY JAIL (SOUTH DAKOTA),converged,46093|46103,"Pennington County, SD|Meade County, SD",SD,"300 KANSAS CITY STREET NONE, RAPID CITY, SD 57701",conflict,2,2.3,single,1,0.3,single,1,0.3,single,1,0.4,single,1,3.3,single,1,USMS IGA,converged,2,DMCP,single,1,3.9,single,1,5,single,1,8,single,1,PENNINGTON,single,1,SPM,single,1,,,,0,single,1,0.1,single,1,SPM,converged,2,6/14/1994,single,1,Female/Male,single,1,,,,yes,single,1,0.3,single,1,0.2,single,1,0.4,single,1,,,,Pass,single,1,Scheduled FY26,single,1,ORSA NDS 2019,single,1,ORSA,single,1,11/2/2017,single,1,0.8,single,1,2.4,single,1,2.2,single,1,2.3,single,1,,,,yes,single,1
PENOBME,detention,PENOBSCOT COUNTY JAIL,single,23019,"Penobscot County, ME",ME,"85 HAMMOND STREET, BANGOR, ME 04401",single,1,,,,,,,,,,,,,,,,USMS IGA,single,1,DMCP,single,1,,,,,,,1,single,1,PENOBSCOT,single,1,POM,single,1,,,,,,,,,,BOS,single,1,2/10/1995,single,1,,,,,,,no,single,1,,,,,,,,,,,,,,,,,,,,,,,,,10/1/2013,single,1,,,,,,,,,,,,,,,,yes,single,1
PERRYAL,detention,PERRY COUNTY CORRECTIONAL CENTER,single,01065|01091|01105,"Perry County, AL|Marengo County, AL|Hale County, AL",AL,"UNITED STATES HIGHWAY 80 EAST, UNIONTOWN, AL 36786",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,11,single,1,PERRY,single,1,NOL,single,1,,,,,,,,,,NOL,single,1,7/22/2006,single,1,,,,,,,yes,single,1,,,,,,,,,,,,,,,,,,,,,,,,,6/8/2009,single,1,,,,,,,,,,,,,,,,yes,single,1
PERRYIL,detention,PERRY COUNTY JAIL,single,17077|17145,"Perry County, IL|Jackson County, IL",IL,"12 EAST WATER STREET, PINCKNEYVILLE, IL 62274",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,7,single,1,PERRY,single,1,CHI,single,1,,,,,,,,,,CHI,single,1,10/8/1997,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/27/2003,single,1,,,,,,,,,,,,,,,,yes,single,1
PHELPNE,detention,PHELPS COUNTY JAIL (NE),conflict,31083|31137,"Phelps County, NE|Harlan County, NE",NE,"715 5TH AVENUE, HOLDREGE, NE 68949",converged,2,5.7,single,1,4.3,single,1,5.4,single,1,7.6,single,1,23,single,1,USMS IGA,converged,2,DMCP,single,1,44.7,single,1,20,single,1,8,single,1,PHELPS,single,1,OMA,single,1,,,,1.1,single,1,0.9,single,1,SPM,converged,2,2/29/2000,single,1,Female/Male,single,1,,,,yes,single,1,6.4,single,1,6,single,1,5.6,single,1,,,,Pass,single,1,2025-02-06,single,1,NDS 2019,single,1,ODO,single,1,11/4/2017,single,1,12.2,single,1,8.9,single,1,18.1,single,1,5.1,single,1,,,,yes,single,1
PHIHOLD,detention,PHILADELPHIA DISTRICT OFFICE HOLD ROOM,single,42101,"Philadelphia County, PA",PA,"1600 CALLOWHILL ST, PHILADELPHIA, PA 19130",single,1,,,,,,,,,,,,,,,,Other,single,1,DMCP,single,1,,,,,,,3,single,1,PHILADELPHIA,single,1,PHI,single,1,HOLD,single,1,,,,,,,PHI,single,1,6/16/1980,single,1,,,,,,,no,single,1,,,,,,,,,,,,,,,,,,,,,,,,,9/28/2017,single,1,,,,,,,,,,,,,,,,yes,single,1
PHILLMT,detention,PHILLIPS COUNTY JAIL (MONTANA),single,30071,"Phillips County, MT",MT,"314 SOUTH 2ND AVENUE WEST, MALTA, MT 59538",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,9,single,1,PHILLIPS,single,1,HEL,single,1,,,,,,,,,,SLC,single,1,6/28/1992,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/6/2010,single,1,,,,,,,,,,,,,,,,yes,single,1
PHOHOLD,detention,PHOENIX DISTRICT OFFICE,single,04013,"Maricopa County, AZ",AZ,"2035 NORTH CENTRAL AVENUE, PHOENIX, AZ 85004",single,1,,,,,,,,,,,,,,,,Other,single,1,DMCP,single,1,,,,,,,9,single,1,MARICOPA,single,1,PHO,single,1,HOLD,single,1,,,,,,,PHO,single,1,12/9/1997,single,1,,,,,,,no,single,1,,,,,,,,,,,,,,,,,,,,,,,,,11/4/2017,single,1,,,,,,,,,,,,,,,,yes,single,1
PIC,detention,PORT ISABEL SPC,conflict,48061,"Cameron County, TX",TX,"27991 BUENA VISTA BOULEVARD, LOS FRESNOS, TX 78566",conflict,3,937.8,single,1,87.8,single,1,62.8,single,1,63.3,single,1,1151.7,single,1,SPC,converged,2,DMCP,single,1,6.8,single,1,1175,single,1,5,single,1,CAMERON,single,1,PIC,single,1,,,,1.3,single,1,10.7,single,1,HLG,conflict,3,4/13/1985,single,1,Female/Male,single,1,650,conflict,2,yes,single,1,82.9,single,1,49.4,single,1,90.2,single,1,Port Isabel Immigration Court (co-located — same ZIP),single,1,Pass,single,1,2026-05-21,single,1,PBNDS 2011 - 2016 Revisions,single,1,ODO,single,1,11/4/2017,single,1,164.4,single,1,975.4,single,1,677.6,single,1,929.3,single,1,(956) 547-1700,single,1,yes,single,1
PICKJOH,detention,PICKAWAY COUNTY JAIL,single,39045|39129,"Pickaway County, OH|Fairfield County, OH",OH,"600 ISLAND ROAD, CIRCLEVILLE, OH 43113",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,6,single,1,PICKAWAY,single,1,CLE,single,1,,,,,,,,,,DET,single,1,3/8/1996,single,1,,,,,,,yes,single,1,,,,,,,,,,,,,,,,,,,,,,,,,2/4/2016,single,1,,,,,,,,,,,,,,,,yes,single,1
PIEPDOK,detention,PIEDMONT POLICE DEPARTMENT,single,40017|40073|40109,"Canadian County, OK|Oklahoma County, OK|Kingfisher County, OK",OK,"415 PIEDMONT ROAD, PIEDMONT, OK 73078",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,10,single,1,CANADIAN,single,1,OKC,single,1,,,,,,,,,,DAL,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,single,1
PIERCNE,detention,PIERCE COUNTY JAIL,single,31139|31179,"Pierce County, NE|Wayne County, NE",NE,"111 WEST COURT STREET, PIERCE, NE 68767",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,8,single,1,PIERCE,single,1,OMA,single,1,,,,,,,,,,SPM,single,1,1/4/1993,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/16/2002,single,1,,,,,,,,,,,,,,,,yes,single,1
PIKCOPA,detention,PIKE COUNTY JAIL,conflict,42103|42127,"Pike County, PA|Wayne County, PA",PA,"175 PIKE COUNTY BOULEVARD, LORDS VALLEY, PA 18428",conflict,3,142.9,single,1,47.1,single,1,31.7,single,1,26,single,1,247.7,single,1,IGSA,converged,2,DMCP,single,1,66.1,single,1,,,,3,single,1,PIKE,single,1,PKE,single,1,,,,0,single,1,0,single,1,PHI,converged,3,3/13/1996,single,1,Male,single,1,285,single,1,yes,single,1,40.1,single,1,19.7,single,1,26.4,single,1,,,,Pass,single,1,2025-02-27,single,1,PBNDS 2011 - 2016 Revisions,single,1,ODO,single,1,11/4/2017,single,1,64.2,single,1,183.5,single,1,108.2,single,1,161.6,single,1,(570) 775-5500,single,1,yes,single,1
PIMAJAZ,detention,PIMA COUNTY JAIL,single,04019,"Pima County, AZ",AZ,"1270 WEST SILVERLAKE ROAD, TUCSON, AZ 85713",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,9,single,1,PIMA,single,1,TUC,single,1,,,,,,,,,,PHO,single,1,12/10/1992,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/4/2017,single,1,,,,,,,,,,,,,,,,yes,single,1
PINALAZ,detention,PINAL COUNTY JAIL,single,04021,"Pinal County, AZ",AZ,"971 N. JASON LOPEZ CIRCLE, FLORENCE, AZ 85132",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,9,single,1,PINAL,single,1,FLO,single,1,,,,,,,,,,PHO,single,1,10/30/1992,single,1,,,,,,,yes,single,1,,,,,,,,,,Florence Immigration Court (co-located — same ZIP),single,1,,,,,,,,,,,,,9/27/2017,single,1,,,,,,,,,,,,,,,,yes,single,1
PINELFL,detention,PINELLAS COUNTY JAIL,converged,12103,"Pinellas County, FL",FL,"14400 49TH STREET NORTH, CLEARWATER, FL 33762",converged,2,20.7,single,1,5,single,1,4.4,single,1,3.3,single,1,33.4,single,1,USMS IGA,converged,2,DMCP,single,1,1.8,single,1,5,single,1,11,single,1,PINELLAS,single,1,TAM,single,1,,,,0.7,single,1,6,single,1,MIA,converged,2,10/1/1998,single,1,Female/Male,single,1,,,,no,single,1,3.8,single,1,2.3,single,1,3.6,single,1,,,,Pass,single,1,Scheduled FY27,single,1,NDS 2019,single,1,ODO,single,1,11/4/2017,single,1,5.4,single,1,21.2,single,1,15.4,single,1,23.7,single,1,,,,yes,single,1
PINEPLA,detention,PINE PRAIRIE ICE PROCESSING CENTER,conflict,22039,"Evangeline Parish, LA",LA,"1133 HAMPTON DUPRE ROAD, PINE PRAIRIE, LA 70576",converged,3,476,single,1,110.3,single,1,115.5,single,1,99.7,single,1,801.5,single,1,DIGSA,conflict,2,DMCP,single,1,15.8,single,1,700,single,1,5,single,1,EVANGELINE,single,1,OAK,single,1,DIGSA,single,1,0,single,1,0,single,1,NOL,converged,3,2/28/2000,single,1,Male,single,1,,,,yes,single,1,111.9,single,1,48.2,single,1,69,single,1,,,,Pass,single,1,2026-04-02,single,1,PBNDS 2011 - 2016 Revisions,single,1,ODO,single,1,11/4/2017,single,1,176.1,single,1,625.5,single,1,572.8,single,1,572.4,single,1,(504) 599-7845,single,1,yes,single,1
PISCAME,detention,PISCATAQUIS COUNTY JAIL,single,23021,"Piscataquis County, ME",ME,"52 COURT STREET, DOVER-FOXCROFT, ME 04426",single,1,,,,,,,,,,,,,,,,USMS IGA,single,1,DMCP,single,1,,,,3,single,1,1,single,1,PISCATAQUIS,single,1,POM,single,1,,,,,,,,,,BOS,single,1,3/14/1997,single,1,,,,,,,no,single,1,,,,,,,,,,,,,,,,,,,,,,,,,6/1/2014,single,1,,,,,,,,,,,,,,,,yes,single,1
PITHOLD,detention,PITTSBURGH HOLD ROOM,single,42003,"Allegheny County, PA",PA,"3000 SIDNEY ST SUITE 100, PITTSBURGH, PA 15203",single,1,,,,,,,,,,,,,,,,Other,single,1,DMCP,single,1,,,,,,,3,single,1,ALLEGHENY,single,1,,,,HOLD,single,1,,,,,,,PHI,single,1,8/9/2017,single,1,,,,,,,no,single,1,,,,,,,,,,,,,,,,,,,,,,,,,10/12/2017,single,1,,,,,,,,,,,,,,,,yes,single,1
PITKICO,detention,PITKIN COUNTY JAIL,single,08097,"Pitkin County, CO",CO,"506 EAST MAIN STREET, ASPEN, CO 81611",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,10,single,1,PITKIN,single,1,DEN,single,1,,,,,,,,,,DEN,single,1,4/12/1991,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/6/2008,single,1,,,,,,,,,,,,,,,,yes,single,1
PKEHOLD,detention,PIKE COUNTY ERO HOLD ROOM,single,42103|42127,"Pike County, PA|Wayne County, PA",PA,"170 PIKE COUNTY BLVD, HAWLEY, PA 18428",single,1,,,,,,,,,,,,,,,,Other,single,1,DMCP,single,1,,,,,,,3,single,1,PIKE,single,1,,,,HOLD,single,1,,,,,,,PHI,single,1,,,,,,,,,,no,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,single,1
PLAQULA,detention,PLAQUEMINES PARISH DETENTION,single,22075|22087,"Plaquemines Parish, LA|St. Bernard Parish, LA",LA,"110 PRISON RD., BRAITHWAITHE, LA 70040",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,5,single,1,PLAQUEMINES,single,1,NOL,single,1,,,,,,,,,,NOL,single,1,12/3/2001,single,1,,,,,,,yes,single,1,,,,,,,,,,,,,,,,,,,,,,,,,9/30/2005,single,1,,,,,,,,,,,,,,,,yes,single,1
PLATTMO,detention,PLATTE COUNTY DETENTION CENTER,single,29165,"Platte County, MO",MO,"415 THIRD STREET, PLATTE CITY, MO 64079",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,8,single,1,PLATTE,single,1,KAN,single,1,,,,,,,,,,CHI,single,1,1/22/1992,single,1,,,,,,,yes,single,1,,,,,,,,,,,,,,,,,,,,,,,,,11/4/2017,single,1,,,,,,,,,,,,,,,,yes,single,1
PLATTNE,detention,PLATTE COUNTY JAIL (NEBRASKA),single,31023|31037|31121|31141|31143,"Platte County, NE|Polk County, NE|Butler County, NE|Colfax County, NE|Merrick County, NE",NE,"1125 17TH STREET EAST, COLUMBUS, NE 68601",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,8,single,1,PLATTE,single,1,OMA,single,1,,,,,,,,,,SPM,single,1,10/28/1996,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/6/2001,single,1,,,,,,,,,,,,,,,,yes,single,1
PLATTWY,detention,PLATTE COUNTY JAIL,single,56001|56015|56031,"Platte County, WY|Albany County, WY|Goshen County, WY",WY,"850 MAPLE STREET, WHEATLAND, WY 82201",single,1,,,,,,,,,,,,,,,,USMS IGA,single,1,DMCP,single,1,,,,,,,10,single,1,PLATTE,single,1,DEN,single,1,,,,,,,,,,DEN,single,1,4/4/2000,single,1,,,,,,,no,single,1,,,,,,,,,,,,,,,,,,,,,,,,,11/4/2017,single,1,,,,,,,,,,,,,,,,yes,single,1
PLMBHTX,detention,PALMS BEHAVIORAL HEALTH,single,48061|48489,"Cameron County, TX|Willacy County, TX",TX,"613 VICTORIA LN, HARLINGEN, TX 78550",single,1,,,,,,,,,,,,,,,,Other,single,1,OTHER,single,1,,,,,,,5,single,1,CAMERON,single,1,,,,HOSPITAL,single,1,,,,,,,SNA,single,1,12/10/2016,single,1,,,,,,,,,,,,,,,,,,,Harlingen Immigration Court (co-located — same ZIP),single,1,,,,,,,,,,,,,12/10/2016,single,1,,,,,,,,,,,,,,,,no,single,1
PLRMCCA,detention,PALMDALE REGIONAL MEDICAL CENTER,single,06037,"Los Angeles County, CA",CA,"38600 MEDICAL CENTER DR, PALMDALE, CA 93551",single,1,,,,,,,,,,,,,,,,Other,single,1,OTHER,single,1,,,,,,,9,single,1,LOS ANGELES,single,1,,,,HOSPITAL,single,1,,,,,,,LOS,single,1,4/6/2015,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/7/2015,single,1,,,,,,,,,,,,,,,,no,single,1
PLYMOMA,detention,PLYMOUTH COUNTY CORRECTIONAL FACILITY,converged,25001|25023,"Plymouth County, MA|Barnstable County, MA",MA,"26 LONG POND ROAD, PLYMOUTH, MA 02360",converged,3,201.7,single,1,34.1,single,1,134,single,1,119.3,single,1,489.1,single,1,IGSA,converged,2,DMCP,single,1,44,single,1,,,,1,single,1,PLYMOUTH,single,1,BOS,single,1,,,,0.1,single,1,0.2,single,1,BOS,converged,3,4/1/1994,single,1,Male,single,1,,,,yes,single,1,84.8,single,1,34.8,single,1,37.2,single,1,,,,Pass,single,1,2026-04-23,single,1,NDS 2025,single,1,ODO,single,1,11/4/2017,single,1,119.8,single,1,369,single,1,230.6,single,1,332.4,single,1,(508) 830-6200,single,1,yes,single,1
PMHOSFL,detention,PALMETTO HOSPITAL,single,12086,"Miami-Dade County, FL",FL,"2001 W. 68TH ST., HIALEAH, FL 33016",single,1,,,,,,,,,,,,,,,,Other,single,1,OTHER,single,1,,,,,,,11,single,1,MIAMI-DADE,single,1,KRO,single,1,HOSPITAL,single,1,,,,,,,MIA,single,1,10/21/2000,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/4/2017,single,1,,,,,,,,,,,,,,,,no,single,1
PMREGVA,detention,PIEDMONT REGIONAL JAIL,single,51029|51049|51147,"Prince Edward County, VA|Cumberland County, VA|Buckingham County, VA",VA,"801 INDUSTRIAL PARK ROAD, FARMVILLE, VA 23901",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,4,single,1,PRINCE EDWARD,single,1,WAS,single,1,,,,,,,,,,WAS,single,1,2/10/1997,single,1,,,,,,,yes,single,1,,,,,,,,,,,,,,,,,,,,,,,,,12/14/2009,single,1,,,,,,,,,,,,,,,,yes,single,1
POLKCMN,detention,POLK COUNTY JAIL,single,27119|27125,"Polk County, MN|Red Lake County, MN",MN,"BOX 416, CROOKSTON, MN 56716",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,8,single,1,POLK,single,1,SPM,single,1,,,,,,,,,,SPM,single,1,9/15/1993,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/6/2004,single,1,,,,,,,,,,,,,,,,yes,single,1
POLKCTX,detention,IAH SECURE ADULT DETENTION FACILITY (POLK),conflict,48373,"Polk County, TX",TX,"3400 FM 350 SOUTH, LIVINGSTON, TX 77351",converged,3,328.1,single,1,299.6,single,1,142.5,single,1,71.8,single,1,842,single,1,DIGSA,conflict,2,DMCP,single,1,77.7,single,1,1054,single,1,5,single,1,POLK,single,1,HOU,single,1,,,,0,single,1,0,single,1,HOU,converged,3,5/16/2006,single,1,Male,single,1,350,single,1,yes,single,1,106.7,single,1,72,single,1,92.6,single,1,,,,Pass,single,1,2025-12-18,single,1,NDS 2025,single,1,ODO,single,1,11/4/2017,single,1,225.4,single,1,616.6,single,1,433.7,single,1,570.6,single,1,(936) 967-1700,single,1,yes,single,1
